position,frequency
3945,-1625.7568359375
3946,-1614.990234375
3947,-1604.2236328125
3948,-1593.45703125
3949,-1582.6904296875
3950,-1571.923828125
3951,-1561.1572265625
3952,-1550.390625
3953,-1539.6240234375
3954,-1528.857421875
3955,-1518.0908203125
3956,-1507.32421875
3957,-1496.5576171875
3958,-1485.791015625
3959,-1475.0244140625
3960,-1464.2578125
3961,-1453.4912109375
3962,-1442.724609375
3963,-1431.9580078125
3964,-1421.19140625
3965,-1410.4248046875
3966,-1399.658203125
3967,-1388.8916015625
3968,-1378.125
3969,-1367.3583984375
3970,-1356.591796875
3971,-1345.8251953125
3972,-1335.05859375
3973,-1324.2919921875
3974,-1313.525390625
3975,-1302.7587890625
3976,-1291.9921875
3977,-1281.2255859375
3978,-1270.458984375
3979,-1259.6923828125
3980,-1248.92578125
3981,-1238.1591796875
3982,-1227.392578125
3983,-1216.6259765625
3984,-1205.859375
3985,-1195.0927734375
3986,-1184.326171875
3987,-1173.5595703125
3988,-1162.79296875
3989,-1152.0263671875
3990,-1141.259765625
3991,-1130.4931640625
3992,-1119.7265625
3993,-1108.9599609375
3994,-1098.193359375
3995,-1087.4267578125
3996,-1076.66015625
3997,-1065.8935546875
3998,-1055.126953125
3999,-1044.3603515625
4000,-1033.59375
4001,-1022.8271484375
4002,-1012.060546875
4003,-1001.2939453125
4004,-990.52734375
4005,-979.7607421875
4006,-968.994140625
4007,-958.2275390625
4008,-947.4609375
4009,-936.6943359375
4010,-925.927734375
4011,-915.1611328125
4012,-904.39453125
4013,-893.6279296875
4014,-882.861328125
4015,-872.0947265625
4016,-861.328125
4017,-850.5615234375
4018,-839.794921875
4019,-829.0283203125
4020,-818.26171875
4021,-807.4951171875
4022,-796.728515625
4023,-785.9619140625
4024,-775.1953125
4025,-764.4287109375
4026,-753.662109375
4027,-742.8955078125
4028,-732.12890625
4029,-721.3623046875
4030,-710.595703125
4031,-699.8291015625
4032,-689.0625
4033,-678.2958984375
4034,-667.529296875
4035,-656.7626953125
4036,-645.99609375
4037,-635.2294921875
4038,-624.462890625
4039,-613.6962890625
4040,-602.9296875
4041,-592.1630859375
4042,-581.396484375
4043,-570.6298828125
4044,-559.86328125
4045,-549.0966796875
4046,-538.330078125
4047,-527.5634765625
4048,-516.796875
4049,-506.0302734375
4050,-495.263671875
4051,-484.4970703125
4052,-473.73046875
4053,-462.9638671875
4054,-452.197265625
4055,-441.4306640625
4056,-430.6640625
4057,-419.8974609375
4058,-409.130859375
4059,-398.3642578125
4060,-387.59765625
4061,-376.8310546875
4062,-366.064453125
4063,-355.2978515625
4064,-344.53125
4065,-333.7646484375
4066,-322.998046875
4067,-312.2314453125
4068,-301.46484375
4069,-290.6982421875
4070,-279.931640625
4071,-269.1650390625
4072,-258.3984375
4073,-247.6318359375
4074,-236.865234375
4075,-226.0986328125
4076,-215.33203125
4077,-204.5654296875
4078,-193.798828125
4079,-183.0322265625
4080,-172.265625
4081,-161.4990234375
4082,-150.732421875
4083,-139.9658203125
4084,-129.19921875
4085,-118.4326171875
4086,-107.666015625
4087,-96.8994140625
4088,-86.1328125
4089,-75.3662109375
4090,-64.599609375
4091,-53.8330078125
4092,-43.06640625
4093,-32.2998046875
4094,-21.533203125
4095,-10.7666015625
